Orderregel,MachineNaam,Sum of VOCA in uur,Status
186377,Laser 1,0.65,InProgress
186378,Laser 1,0.47,InProgress
186379,Laser 1,0.33,InProgress
186416,Laser 4,0.28,InProgress
186417,Buigmachine,0.19,InProgress
186492,Giant,2.75,InProgress
186493,Giant,2.78,InProgress
186494,Giant,0.56,InProgress
186495,Giant,1.42,InProgress
186591,Sysco,28.33,InProgress
186609,Chiesa,4,InProgress
186852,Laser 3,0.25,InProgress
186088,Laser 4,0.61,InProgress
186089,Laser 4,4.31,InProgress
186090,Laser 4,6.08,InProgress
186091,Laser 4,0.25,InProgress
186092,Laser 4,5.69,InProgress
186093,Laser 4,1.46,InProgress
186094,Laser 4,0.51,InProgress
186239,Zünd Groot,8.79,InProgress
186358,Flash_Cut 1,2.83,InProgress
186359,Giant,2.97,InProgress
186929,Chiesa,11.35,InProgress
187069,Quad,15.43,InProgress
187070,Stikken Secrid,18.52,InProgress
187071,Quad,24.69,InProgress
173109,Laser 2,96.43,InProgress
184415,Degel 2,9.22,InProgress
185623,Atom,4.6,InProgress
186497,Giant,0.68,InProgress
186556,Giant,0.25,InProgress
186657,Zünd Groot,0.73,InProgress
186709,Chiesa,2.44,InProgress
186733,Slitmachine,0.25,InProgress
186745,Degel 1,5,InProgress
186873,Laser 4,0.42,InProgress
186874,Laser 4,0.25,InProgress
186875,Laser 4,0.83,InProgress
186876,Laser 3,4.17,InProgress
186877,Laser 1,5,InProgress
186878,Laser 1,2.5,InProgress
186880,Laser 1,4.25,InProgress
186881,Laser 3,0.39,InProgress
186882,Laser 3,1.5,InProgress
186883,Laser 3,0.75,InProgress
186884,Laser 3,1.5,InProgress
186886,Laser 1,1,InProgress
186887,Laser 3,1,InProgress
186888,Laser 3,1,InProgress
186891,Laser 3,2.89,InProgress
186893,Laser 1,0.67,InProgress
186894,Laser 3,2.67,InProgress
186896,Laser 1,2.67,InProgress
186965,Zünd Groot,3,InProgress
187015,Chiesa,3.99,InProgress
182558,Hengsel,10.63,InProgress
185031,Giant,0.25,InProgress
185858,Quad,17.22,InProgress
185859,Quad,3.18,InProgress
185860,Quad,10.5,InProgress
185907,Laser 4,2.4,InProgress
185910,Freesmachine,0.44,InProgress
185911,Buigmachine,0.58,InProgress
185912,Assemblage 1,0.39,InProgress
186142,Quad,21.08,InProgress
186143,Quad,10.28,InProgress
186186,Quad,5.09,InProgress
186410,Laser 4,0.28,InProgress
186411,Laser 4,0.03,InProgress
186465,Snijmachine,3.36,InProgress
186486,Laser 4,0.36,InProgress
186496,Giant,18.56,InProgress
186498,Giant,7.7,InProgress
186551,Flash_Cut 2,23.51,InProgress
186563,Giant,0.7,InProgress
186613,Chiesa,1.33,InProgress
186617,Chiesa,1.17,InProgress
186620,Chiesa,0.33,InProgress
186623,Chiesa,4.28,InProgress
186706,Zünd Groot,6.33,InProgress
186723,Giant,1.85,InProgress
186724,Giant,0.9,InProgress
186765,Assemblage Secrid,16.67,InProgress
186766,Assemblage Secrid,8.33,InProgress
186767,Assemblage Secrid,23.33,InProgress
186778,Giant,0.98,InProgress
186782,Giant,0.98,InProgress
186783,Giant,0.98,InProgress
186784,Giant,0.98,InProgress
186799,Degel 1,7.46,InProgress
186912,Giant,1.71,InProgress
186913,Giant,1.46,InProgress
186006,Degel 4,21.42,InProgress
186008,Degel 4,21.53,InProgress
186251,Laser 4,0.45,InProgress
186252,Buigmachine,0.92,InProgress
186546,Quad,16.72,InProgress
186704,Slitmachine,5.43,InProgress
186810,Slitmachine,5.1,InProgress
181583,Slitmachine,24,InProgress
181590,Chiesa 150 ton,9.95,InProgress
181591,Chiesa 150 ton,9.45,InProgress
185392,Zünd Groot,28,InProgress
185743,Laser 4,0.44,InProgress
185744,Laser 4,1.22,InProgress
185745,Laser 4,0.88,InProgress
185746,Laser 4,0.55,InProgress
185747,Laser 4,2.26,InProgress
185748,Laser 4,2.33,InProgress
185751,Freesmachine,0.35,InProgress
185752,Buigmachine,0.17,InProgress
185753,Assemblage 1,0.5,InProgress
186020,Giant,77.33,InProgress
186248,Laser 4,0.29,InProgress
186250,Laser 4,1.42,InProgress
186346,Chiesa,4.02,InProgress
186369,Quad,17.53,InProgress
186469,Chiesa 150 ton,13.7,InProgress
186672,Chiesa 150 ton,18.7,InProgress
186673,Atom Groot,4.23,InProgress
186680,Atom Groot,3.67,InProgress
186689,Laser 4,0.42,InProgress
186691,Freesmachine,1.69,InProgress
186692,Assemblage 1,1.67,InProgress
186693,Buigmachine,1.5,InProgress
186695,Freesmachine,0.53,InProgress
186697,Buigmachine,0.33,InProgress
186698,Assemblage 1,0.72,InProgress
186796,Giant,0,InProgress
186808,Slitmachine,3.62,InProgress
186845,Giant,6.92,InProgress
186848,Laser 3,1.91,InProgress
186982,Quad,37.03,InProgress
186983,Stikken Secrid,37.03,InProgress
186988,Stikken Secrid,27.78,InProgress
186989,Quad,12.34,InProgress
186990,Quad,46.29,InProgress
186994,Quad,12.34,InProgress
186996,Laser 1,0.26,InProgress
186997,Laser 1,0.7,InProgress
187369,Snijmachine,0.38,InProgress
187401,Quad,15.43,InProgress
187402,Stikken Secrid,6.17,InProgress
187403,Quad,3.09,InProgress
187404,Quad,9.26,InProgress
187405,Stikken Secrid,21.6,InProgress
187406,Quad,24.69,InProgress
186108,Laser 3,14.41,InProgress
186126,Atom,25.5,InProgress
186127,,0,InProgress
186183,Zünd Groot,0.25,InProgress
186356,Chiesa,17.7,InProgress
186364,Quad,33.31,InProgress
186365,Quad,11.25,InProgress
186574,Chiesa,0.25,InProgress
186576,Chiesa,0,InProgress
186577,Chiesa,0,InProgress
186578,Chiesa,0,InProgress
186579,Chiesa,0,InProgress
186594,Atom Groot,0.25,InProgress
186968,Chiesa,2.31,InProgress
187127,Laser 4,6.36,InProgress
187128,Laser 3,6.22,InProgress
185523,Giant,0.25,InProgress
185527,Giant,0,InProgress
185528,Giant,0,InProgress
185614,Flash_Cut 1,0.93,InProgress
186016,Degel 3,2.42,InProgress
186017,Degel 3,2.07,InProgress
186018,Degel 3,1.04,InProgress
186136,Snijmachine,4.42,InProgress
186413,Degel 1,0.52,InProgress
186822,Laser 1,0.25,InProgress
186825,Laser 1,0.25,InProgress
186966,Sysco,7,InProgress
187088,Snijmachine,1.47,InProgress
187229,Zünd Groot,3.78,InProgress
184208,Chiesa,15.76,InProgress
184209,Assemblage drankverpakkingen,0,InProgress
185531,Giant,0.25,InProgress
185532,Giant,0,InProgress
185606,Giant,0,InProgress
185607,Giant,0,InProgress
185797,Degel 1,2.61,InProgress
186132,Laser 4,0.1,InProgress
186133,Buigmachine,0.47,InProgress
186134,Laser 4,0.33,InProgress
186216,Verzenden,0,InProgress
186490,Buigmachine,0.05,InProgress
186529,Snijmachine,4.35,InProgress
186770,Flash_Cut 5,6.58,InProgress
187027,Quad,11.44,InProgress
187028,Quad,2.89,InProgress
187049,Degel 1,0.25,InProgress
187111,Giant,1.33,InProgress
187123,Zünd Groot,22.35,InProgress
187124,Atom Klein,0,InProgress
187125,Atom Klein,0,InProgress
187160,Assemblage Secrid,13.33,InProgress
187161,Assemblage Secrid,10,InProgress
187162,Assemblage Secrid,3.33,InProgress
187163,Assemblage Secrid,11.11,InProgress
187164,Assemblage Secrid,6.67,InProgress
187165,Assemblage Secrid,6.67,InProgress
187166,Assemblage Secrid,3.33,InProgress
187167,Assemblage Secrid,6.67,InProgress
187168,Assemblage Secrid,6.67,InProgress
187169,Assemblage Secrid,1.47,InProgress
187201,Laser 4,0.32,InProgress
187258,Basic Wallets,0.03,InProgress
187260,Quad,0.02,InProgress
187359,Atom,30.2,InProgress
187460,Laser 2,0.25,InProgress
187521,Laser 4,0,InProgress
187527,Laser 4,0,InProgress
185350,Degel 3,1.38,InProgress
186245,Laser 3,0.5,InProgress
186756,Degel 1,0.25,InProgress
186959,Giant,2.26,InProgress
186960,Giant,1.36,InProgress
186961,Giant,1.81,InProgress
187278,Chiesa,0,InProgress
187297,Laser 4,0.25,InProgress
187409,Chiesa,83.54,InProgress
183304,Sysco,0.5,InProgress
183305,Sysco,0.5,InProgress
184433,Chiesa 150 ton,2.31,InProgress
185147,Giant,0.25,InProgress
185217,Sysco,27.58,InProgress
185304,Chiesa,0,InProgress
185307,Atom,0.33,InProgress
185310,Atom,0.33,InProgress
185313,Giant,3.1,InProgress
185317,Chiesa,3.62,InProgress
185320,Chiesa,0.33,InProgress
185323,Atom,0.25,InProgress
185326,Atom,0.25,InProgress
185329,Atom,0.25,InProgress
185332,Chiesa,0.25,InProgress
185337,Chiesa,0.25,InProgress
185340,Chiesa,0.33,InProgress
185632,Chiesa 150 ton,2.31,InProgress
185633,Chiesa 150 ton,0.11,InProgress
185634,Chiesa 150 ton,0.25,InProgress
185703,Zünd Groot,0,InProgress
186569,Brugstans,0.25,InProgress
186570,Brugstans,3.51,InProgress
186571,Brugstans,0,InProgress
186572,Brugstans,0,InProgress
186606,Giant,0.25,InProgress
186684,Chiesa,0.5,InProgress
186906,Chiesa,0.25,InProgress
186955,Degel 2,0.25,InProgress
187112,Laser 4,0.5,InProgress
187142,Atom,1.38,InProgress
187145,Degel 4,9.39,InProgress
187146,Degel 4,8.02,InProgress
187147,Degel 4,0.5,InProgress
187148,Degel 4,4.38,InProgress
187237,Giant,0.25,InProgress
187238,Giant,0,InProgress
187239,Giant,0,InProgress
187240,Giant,0,InProgress
187250,Chiesa 150 ton,0.25,InProgress
187279,Quad,0,InProgress
187281,Stikken Secrid,0,InProgress
187282,Quad,0,InProgress
187283,Quad,0,InProgress
187284,Quad,0,InProgress
187285,Quad,0,InProgress
187286,Stikken Secrid,0,InProgress
187287,Quad,0,InProgress
187288,Quad,0,InProgress
187289,Quad,0,InProgress
187290,Stikken Secrid,12.34,InProgress
187419,Laser 4,0,InProgress
187428,Laser 1,0.25,InProgress
187514,Zünd Groot,0,InProgress
186109,Laser 3,0,InProgress
186110,Laser 3,0,InProgress
186111,Laser 3,0,InProgress
186112,Laser 3,0,InProgress
186177,Atom,0.5,InProgress
186178,Giant,0,InProgress
187117,Giant,0.25,InProgress
187138,Chiesa,0.67,InProgress
187382,Laser 3,7.17,InProgress
186191,Quad,0,InProgress
186192,Quad,0,InProgress
186193,Quad,0,InProgress
187059,Laser 4,0.29,InProgress
187060,Laser 4,0.05,InProgress
187061,Laser 4,0.25,InProgress
187062,Laser 4,0,InProgress
187063,Laser 4,0,InProgress
187065,Laser 4,0,InProgress
187066,Laser 4,1.1,InProgress
187067,Laser 4,0,InProgress
187543,Zünd Groot,0.25,InProgress
176422,Verzenden,62.81,InProgress
182914,Zwenkarm stans,5.03,InProgress
186423,Verzenden,0,InProgress
186511,Laser 4,0.61,InProgress
186512,Laser 4,0.12,InProgress
186513,Laser 4,0.73,InProgress
186514,Laser 4,0.24,InProgress
186515,Laser 4,2.81,InProgress
186516,Laser 4,0.02,InProgress
186651,Quad,0,InProgress
186652,Quad,0,InProgress
186659,Quad,0,InProgress
186660,Quad,0,InProgress
186664,Quad,0,InProgress
186665,Quad,0,InProgress
186666,Quad,0,InProgress
186714,Giant,24.03,InProgress
186715,Flash_Cut 1,7.5,InProgress
186842,Laser 4,0.25,InProgress
186843,Laser 4,0,InProgress
186914,Quad,0,InProgress
186915,Quad,0,InProgress
186916,Quad,0,InProgress
187006,Chiesa,0.25,InProgress
187009,Chiesa,0.25,InProgress
187010,Chiesa,0.25,InProgress
187132,Giant,0.25,InProgress
187208,Giant,0.25,InProgress
187210,Giant,0,InProgress
187247,Degel 1,0.25,InProgress
187253,Flash_Cut 2,21.14,InProgress
187270,Degel 1,0,InProgress
187292,Laserstansen,0,InProgress
187354,Laser 4,0,InProgress
187357,,0.25,InProgress
187358,,0.03,InProgress
187446,Snijmachine,0.17,InProgress
187447,Snijmachine,0,InProgress
187455,Snijmachine,0.25,InProgress
187536,Chiesa,0.25,InProgress
185702,Zünd Groot,0,InProgress
185937,Zünd Groot,262.5,InProgress
187444,Zünd Groot,0,InProgress
185279,Giant,0.64,InProgress
185280,Giant,0.51,InProgress
185281,Giant,0.09,InProgress
185799,Flash_Cut 5,0.25,InProgress
186405,Laser 1,0.33,InProgress
186471,Chiesa 150 ton,0,InProgress
186472,Chiesa 150 ton,0,InProgress
186635,Chiesa,3.67,InProgress
186737,Degel 1,0.5,InProgress
186748,Degel 3,4.88,InProgress
186978,Chiesa,0.25,InProgress
187097,Degel 1,0.25,InProgress
187218,Giant,0.25,InProgress
187219,Giant,0.25,InProgress
187261,Chiesa 150 ton,0.25,InProgress
187374,Atom Groot,0.25,InProgress
185585,Laser 2,1.84,InProgress
186789,Snijmachine,0.08,InProgress
186792,Snijmachine,0.25,InProgress
187203,Laser 2,0,InProgress
181073,Laser 1,0.25,InProgress
187263,Laser 4,0.25,InProgress
187264,Laser 4,0,InProgress
187265,Laser 4,0,InProgress
187266,Laser 4,0,InProgress
184844,Quad,0,InProgress
185770,Laser 1,2.42,InProgress
186114,Atom,12.4,InProgress
186115,,0,InProgress
186203,Hengsel,0,InProgress
186217,Verzenden,0,InProgress
186360,Quad,0.33,InProgress
186587,Atom Groot,0.25,InProgress
187022,Quad,0,InProgress
187073,Quad,0,InProgress
187074,Quad,0,InProgress
187091,Quad,0,InProgress
187213,Chiesa,0.25,InProgress
187436,Chiesa,0.5,InProgress
187459,Quad,0,InProgress
187477,Quad,0,InProgress
187478,Quad,0,InProgress
185704,Zünd Groot,0,InProgress
186337,Laser 2,0.25,InProgress
187296,Atom,0.5,InProgress
187302,Atom,0.5,InProgress
187360,Atom,0,InProgress
185784,Laser 1,0.32,InProgress
186600,Giant,17.42,InProgress
186675,Giant,58.06,InProgress
186676,Giant,9.24,InProgress
186677,Giant,4.75,InProgress
186678,Giant,5.81,InProgress
187044,Laser 4,0.25,InProgress
187306,Sysco,0.5,InProgress
187314,Degel 1,0,InProgress
187361,Chiesa,0,InProgress
187386,Guidoline,0.33,InProgress
187450,Laser 3,0.25,InProgress
187451,Laser 3,0,InProgress
185957,Giant,0.25,InProgress
186641,Chiesa,6.37,InProgress
186636,Assemblage drankverpakkingen,0,InProgress
187130,Laser 4,0.25,InProgress
187198,Degel 1,6.08,InProgress
185884,Quad,0,InProgress
185885,Quad,0,InProgress
187294,Chiesa,0,InProgress
187295,Chiesa,0,InProgress
187469,Quad,0,InProgress
187473,Flash_Cut 2,0,InProgress
187482,Flash_Cut 2,0,InProgress
187486,Quad,0,InProgress
187487,Quad,0,InProgress
187488,Quad,0,InProgress
187489,Quad,0,InProgress
187538,Atom,0.25,InProgress
187540,Chiesa,0.25,InProgress
185705,Zünd Groot,0,InProgress
182869,Laser 2,0.65,InProgress
184936,Chiesa 150 ton,0.33,InProgress
185017,Chiesa 150 ton,0,InProgress
185818,Flash_Cut 3,0.25,InProgress
185819,Giant,0,InProgress
186011,Degel 4,0.33,InProgress
186012,Degel 4,42.58,InProgress
186013,Degel 4,23.98,InProgress
186014,Degel 4,17.22,InProgress
186952,Chiesa 150 ton,0.5,InProgress
187348,Giant,0.25,InProgress
173110,Laser 2,28.04,InProgress
186642,Assemblage drankverpakkingen,0,InProgress
186645,Chiesa,0,InProgress
185685,Quad,11.11,InProgress
185686,Quad,11.11,InProgress
185875,Quad,0,InProgress
186267,Freesmachine,1.34,InProgress
186268,Buigmachine,1.9,InProgress
186269,Assemblage 1,0.08,InProgress
186270,Freesmachine,0,InProgress
186271,Buigmachine,0,InProgress
186272,Assemblage 1,0,InProgress
187513,Laser 2,0,InProgress
184938,Chiesa 150 ton,0,InProgress
186426,Giant,0.25,InProgress
187154,Laser 1,2.17,InProgress
187155,Laser 1,0.22,InProgress
187156,Laser 1,0.22,InProgress
187186,Laser 4,0.01,InProgress
186204,Hengsel,0,InProgress
186592,Atom Groot,0.25,InProgress
187458,Laser 2,0,InProgress
186646,Assemblage drankverpakkingen,0,InProgress
186648,Chiesa,0,InProgress
185136,Laser 2,0,InProgress
186027,Giant,0.25,InProgress
186276,Giant,0.25,InProgress
186286,Laser 1,0.25,InProgress
187512,Zünd Groot,0,InProgress
176419,Verzenden,0,InProgress
187005,Chiesa,0,InProgress
187226,Degel 4,0,InProgress
186649,Assemblage drankverpakkingen,0,InProgress
185019,Giant,0.25,InProgress
186742,Laser 1,0.25,InProgress
187207,Chiesa 150 ton,0.25,InProgress
186901,Sysco,0.5,InProgress
187433,Sysco,0.25,InProgress
185208,Giant,1.26,InProgress
187534,Verzenden,0.25,InProgress
175788,Degel 3,7.58,InProgress
175790,Degel 3,7.58,InProgress
175791,Degel 3,7.58,InProgress
175792,Degel 3,7.58,InProgress
175793,Degel 3,7.21,InProgress
172853,Verzenden,0,InProgress
172860,Hengsel,54.67,InProgress
172861,Hengsel,56.06,InProgress
172862,Hengsel,48.28,InProgress
172866,Verzenden,0,InProgress
172873,Verzenden,0,InProgress
172874,Verzenden,0,InProgress
181776,Laser 2,0.25,InProgress
184213,Chiesa,0,InProgress
184214,Assemblage drankverpakkingen,0,InProgress
184216,Chiesa,6.37,InProgress
184217,Assemblage drankverpakkingen,0,InProgress
186205,Hengsel,0,InProgress
186218,Verzenden,0,InProgress
187332,Laser 1,0.25,InProgress
187334,Laser 1,0.25,InProgress
187336,Laser 1,0.25,InProgress
187338,Laser 1,0.25,InProgress
187340,Laser 1,0.25,InProgress
187342,Laser 1,0.25,InProgress
182882,Zwenkarm stans,0,InProgress
182883,Zwenkarm stans,0,InProgress
182884,Zwenkarm stans,0,InProgress
186948,Chiesa 150 ton,0.5,InProgress
186950,Chiesa 150 ton,0.5,InProgress
185596,Laser 4,1.18,InProgress
182877,Chiesa,2.35,InProgress
182878,Chiesa,7.5,InProgress
182879,Chiesa,0,InProgress
176420,Verzenden,0,InProgress
185210,Giant,2.85,InProgress
186944,Chiesa 150 ton,0.5,InProgress
186945,Chiesa 150 ton,0,InProgress
186946,Chiesa 150 ton,0,InProgress
176421,Verzenden,0,InProgress
176418,Verzenden,0,InProgress
187317,Laser 1,0.25,InProgress
187345,Laser 1,0.25,InProgress
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
