Orderregel,MachineNaam,Sum of VOCA in uur,Status
177474,Freesmachine,0.71,InProgress
177475,Laser 2,0.28,InProgress
177614,Freesmachine,0.56,InProgress
177615,Buigmachine,0.65,InProgress
177616,Assemblage 1,0.44,InProgress
177632,Laser 4,15.81,InProgress
177658,Assemblage Secrid,0.49,InProgress
177760,Laser 4,0.02,InProgress
177761,Buigmachine,0.04,InProgress
177793,Atom,4.59,InProgress
177820,Quad,14.68,InProgress
177832,Chiesa,2.5,InProgress
177833,Chiesa,5,InProgress
177834,Chiesa,1.67,InProgress
177903,Zünd Groot,1.96,InProgress
177904,Zünd Groot,1.96,InProgress
177905,Zünd Groot,1.96,InProgress
177914,Assemblage Secrid,3.33,InProgress
177915,Assemblage Secrid,6.67,InProgress
177916,Assemblage Secrid,6.67,InProgress
177917,Assemblage Secrid,3.33,InProgress
177918,Assemblage Secrid,5.64,InProgress
177919,Assemblage Secrid,2.22,InProgress
177921,Flash_Cut 1,1.94,InProgress
178012,Flash_Cut 5,1.24,InProgress
178047,Quad,4.03,InProgress
178285,Laser 1,0.3,InProgress
178286,Laser 1,0.13,InProgress
178290,Laser 1,0.02,InProgress
178328,Stikken Secrid,6.17,InProgress
178329,Stikken Secrid,6.17,InProgress
178330,Stikken Secrid,9.25,InProgress
178331,Stikken Secrid,24.67,InProgress
178332,Stikken Secrid,52.25,InProgress
178333,Stikken Secrid,21.58,InProgress
178334,Stikken Secrid,12.33,InProgress
178335,Stikken Secrid,12.33,InProgress
178336,Stikken Secrid,6.17,InProgress
178337,Stikken Secrid,3.08,InProgress
178338,Stikken Secrid,3.08,InProgress
178339,Stikken Secrid,6.17,InProgress
178340,Stikken Secrid,15.42,InProgress
178341,Stikken Secrid,9.5,InProgress
178374,Chiesa,15.12,InProgress
176096,Quad,41.66,InProgress
176681,Degel 4,17.44,InProgress
176758,Quad,8.5,InProgress
177268,Degel 4,8.83,InProgress
177435,Chiesa,2.56,InProgress
177493,Giant,0.25,InProgress
177642,Atom,4.29,InProgress
177738,Verzenden,0.25,InProgress
177753,Flash_Cut 1,0.51,InProgress
177785,Chiesa,5.08,InProgress
177791,Atom,4.65,InProgress
174864,Chiesa,6.47,InProgress
174865,Assemblage drankverpakkingen,267.58,InProgress
174867,Chiesa,7.75,InProgress
174870,Assemblage drankverpakkingen,200.69,InProgress
176778,Laser 3,0.66,InProgress
176779,Laser 3,1.2,InProgress
176780,Laser 3,1.91,InProgress
176781,Laser 3,0.42,InProgress
177270,Atom Klein,9.94,InProgress
177271,Atom Klein,9.94,InProgress
177272,Atom Klein,14.35,InProgress
177296,Laser 2,12.37,InProgress
177695,Giant,6.25,InProgress
177742,Laser 3,0.25,InProgress
177781,Giant,0.49,InProgress
177947,Laser 4,0.37,InProgress
177948,Laser 4,2.71,InProgress
177950,Laser 4,0.11,InProgress
177951,Laser 4,4.58,InProgress
177952,Laser 4,1.2,InProgress
177953,Laser 4,0.27,InProgress
177954,Laser 4,0.63,InProgress
177955,Laser 4,0.38,InProgress
177957,Laser 4,0.4,InProgress
177958,Buigmachine,0.42,InProgress
177978,Giant,1.62,InProgress
178052,Quad,16.78,InProgress
178136,Quad,2.75,InProgress
178154,Quad,9.08,InProgress
178156,Quad,11.74,InProgress
178157,Quad,6.71,InProgress
178158,Quad,10.07,InProgress
178159,Quad,5.03,InProgress
178160,Quad,6.71,InProgress
178162,Quad,8.39,InProgress
178421,Laser 1,-0.45,InProgress
177990,Laser 1,4.39,InProgress
178244,Slitmachine,0.25,InProgress
178245,Slitmachine,0.25,InProgress
178246,Slitmachine,0.25,InProgress
178298,Laser 3,2.09,InProgress
178448,Laser 4,1.21,InProgress
178518,Quad,0.19,InProgress
177671,Chiesa,5.46,InProgress
177672,Chiesa,6.68,InProgress
177673,Chiesa,13.9,InProgress
178026,Snijmachine,4.42,InProgress
178351,Giant,1377.25,InProgress
178352,Giant,716.1,InProgress
175381,Quad,20.89,InProgress
175718,Chiesa,14.08,InProgress
175719,Assemblage drankverpakkingen,290.12,InProgress
176091,Quad,9.69,InProgress
176736,Quad,11.28,InProgress
176753,Quad,9.88,InProgress
177692,Giant,1.39,InProgress
177693,Giant,0.88,InProgress
177694,Giant,0.21,InProgress
177842,Atom,1.41,InProgress
177846,Atom,1.18,InProgress
177851,Atom,2.88,InProgress
177854,Atom,1.34,InProgress
177857,Atom,0.82,InProgress
177867,Atom,0.87,InProgress
177878,Atom,1.27,InProgress
177881,Atom,1.69,InProgress
177884,Atom,1.21,InProgress
177887,Atom,3.21,InProgress
177890,Atom,1.35,InProgress
178032,Sysco,3.76,InProgress
178041,Giant,2.1,InProgress
178342,Assemblage Secrid,2.22,InProgress
178343,Assemblage Secrid,11.11,InProgress
178344,Assemblage Secrid,5.56,InProgress
178345,Assemblage Secrid,2.22,InProgress
178346,Assemblage Secrid,1.11,InProgress
178347,Assemblage Secrid,2.22,InProgress
178348,Assemblage Secrid,2.22,InProgress
178349,Assemblage Secrid,5.56,InProgress
178422,Laser 2,6.56,InProgress
178535,Stikken Secrid,9.25,InProgress
178536,Stikken Secrid,9.25,InProgress
178537,Stikken Secrid,9.25,InProgress
178538,Stikken Secrid,3.08,InProgress
178539,Stikken Secrid,15.42,InProgress
178540,Stikken Secrid,12.33,InProgress
178541,Stikken Secrid,15.42,InProgress
178543,Stikken Secrid,24.67,InProgress
178544,Stikken Secrid,14.25,InProgress
178545,Stikken Secrid,18.5,InProgress
178546,Stikken Secrid,3.08,InProgress
178547,Stikken Secrid,3.08,InProgress
178548,Stikken Secrid,3.08,InProgress
178549,Stikken Secrid,3.08,InProgress
178587,Degel 1,88,InProgress
178588,Quad,0.17,InProgress
178589,Stikken Secrid,0.62,InProgress
178590,Quad,0.17,InProgress
177535,Hengsel,37.78,InProgress
177802,Laser 3,5.43,InProgress
177823,Chiesa,4,InProgress
177824,Laser 2,13.59,InProgress
177825,Chiesa,2.5,InProgress
177970,Chiesa,3.67,InProgress
177982,Flash_Cut 5,3.31,InProgress
178030,Degel 1,4.42,InProgress
178097,Chiesa,1.65,InProgress
178171,Atom Groot,0.5,InProgress
178370,Laser 2,0.25,InProgress
178594,,3.75,InProgress
176078,Degel 3,0.5,InProgress
176079,Degel 3,0.5,InProgress
176132,Degel 3,0.5,InProgress
176133,Degel 3,0.5,InProgress
177394,Degel 2,17.65,InProgress
177458,Giant,9,InProgress
178069,Laser 3,19.44,InProgress
178163,Laser 4,0.25,InProgress
178413,Degel 4,21.61,InProgress
178480,Atom Groot,0.33,InProgress
178488,Quad,5.87,InProgress
178489,Quad,5.87,InProgress
178491,Quad,1.86,InProgress
178496,Quad,5.03,InProgress
178499,Quad,5.03,InProgress
178500,Stikken Secrid,21.58,InProgress
178501,Stikken Secrid,6.17,InProgress
178744,Quad,4.19,InProgress
176963,Laser 2,2.02,InProgress
177365,Degel 2,31.8,InProgress
177533,Verzenden,0,InProgress
178101,Degel 1,4.37,InProgress
178102,Degel 1,7.39,InProgress
178103,Degel 1,7.79,InProgress
178425,Zünd Groot,0.25,InProgress
178565,Atom,15.5,InProgress
178566,Giant,0,InProgress
176086,Quad,26.63,InProgress
176763,Quad,6.52,InProgress
177361,Degel 2,13.92,InProgress
177504,Laser 4,0.25,InProgress
177538,Laser 4,0.26,InProgress
177539,Laser 4,0.28,InProgress
177540,Laser 4,0.01,InProgress
177541,Laser 4,0.03,InProgress
177560,Chiesa 150 ton,27.1,InProgress
177578,Giant,7.23,InProgress
177961,Giant,24.01,InProgress
177962,Flash_Cut 1,5.89,InProgress
178010,Laser 1,0.25,InProgress
178017,Laser 4,0.27,InProgress
178018,Laser 4,0.21,InProgress
178249,Sysco,2.08,InProgress
178250,Sysco,2.1,InProgress
178251,Sysco,1.6,InProgress
178252,Sysco,1.91,InProgress
178312,Degel 3,5.7,InProgress
178357,Sysco,0.51,InProgress
178550,Assemblage Secrid,13.33,InProgress
178551,Assemblage Secrid,11.11,InProgress
178552,Assemblage Secrid,5.56,InProgress
178553,Assemblage Secrid,4.44,InProgress
178554,Assemblage Secrid,5.56,InProgress
178555,Assemblage Secrid,3.33,InProgress
178556,Assemblage Secrid,2.22,InProgress
178557,Assemblage Secrid,2.22,InProgress
178558,Assemblage Secrid,1.11,InProgress
178559,Assemblage Secrid,1.11,InProgress
178646,Quad,7.63,InProgress
178726,Laser 4,0.89,InProgress
178736,Verzenden,0,InProgress
178737,Laser 4,0.62,InProgress
178739,Laser 4,1.98,InProgress
178740,Buigmachine,7.18,InProgress
178762,Flash_Cut 5,1.24,InProgress
178801,Stikken Secrid,9.25,InProgress
178802,Stikken Secrid,9.25,InProgress
178803,Stikken Secrid,3.08,InProgress
178805,,14.25,InProgress
178806,Stikken Secrid,18.5,InProgress
178807,Stikken Secrid,12.33,InProgress
178808,Stikken Secrid,3.08,InProgress
178810,Stikken Secrid,24.67,InProgress
178811,Stikken Secrid,9.25,InProgress
178813,Stikken Secrid,6.17,InProgress
178814,,5.17,InProgress
178815,Stikken Secrid,3.08,InProgress
174740,Zwenkarm stans,5.02,InProgress
175721,Chiesa,14.08,InProgress
175722,Assemblage drankverpakkingen,290.12,InProgress
177999,Laser 4,0.02,InProgress
178000,Laser 4,0.14,InProgress
178003,Freesmachine,0.33,InProgress
178004,Buigmachine,0.38,InProgress
178005,Assemblage 1,0.33,InProgress
178022,Degel 1,1.17,InProgress
178585,Giant,0.76,InProgress
178690,Laser 4,0.58,InProgress
178693,Freesmachine,0.53,InProgress
178694,Buigmachine,0.5,InProgress
178695,Assemblage 1,1.11,InProgress
178745,Laser 4,6.92,InProgress
175246,Degel 3,4.38,InProgress
175247,Degel 3,1.68,InProgress
175248,Degel 3,4.31,InProgress
175253,Degel 3,0.88,InProgress
175259,Giant,7.01,InProgress
177463,Atom,27.17,InProgress
177464,Giant,0,InProgress
177927,Laser 4,2.09,InProgress
177931,Laser 4,3.99,InProgress
178385,Chiesa 150 ton,1.7,InProgress
178404,Laser 4,5.49,InProgress
178486,Zünd Groot,0.25,InProgress
178605,Chiesa 150 ton,5.22,InProgress
178606,Chiesa 150 ton,7.45,InProgress
178639,Giant,2.71,InProgress
178681,Quad,3.36,InProgress
178682,Quad,4.19,InProgress
178683,Stikken Secrid,21.58,InProgress
178699,Flash_Cut 5,10.75,InProgress
178700,Flash_Cut 5,10.5,InProgress
178701,Laser 1,5.15,InProgress
179048,Quad,0.19,InProgress
176773,Quad,5.58,InProgress
177830,Verzenden,0.58,InProgress
178111,Degel 3,3.32,InProgress
178116,Degel 3,4.86,InProgress
178446,Flash_Cut 5,0.8,InProgress
178673,Laser 3,11.11,InProgress
178714,Laser 3,4.9,InProgress
178107,Degel 1,18.28,InProgress
178365,Chiesa,1.89,InProgress
178366,Chiesa,1.39,InProgress
178367,Chiesa,1.38,InProgress
178368,Chiesa,1.31,InProgress
178410,Atom,5.92,InProgress
178529,Flash_Cut 3,0.97,InProgress
178636,Laser 4,1.64,InProgress
178712,Chiesa 150 ton,16.1,InProgress
178867,Flash_Cut 5,0.25,InProgress
179057,Laser 1,0.25,InProgress
172215,Verzenden,111.11,InProgress
172851,Verzenden,0,InProgress
175724,Chiesa,13.9,InProgress
175725,Assemblage drankverpakkingen,296.13,InProgress
175782,Laser 1,20.55,InProgress
175783,Laser 1,22.68,InProgress
175787,Degel 3,7.58,InProgress
176842,Giant,40.88,InProgress
176984,Hengsel,47.16,InProgress
177333,Degel 3,1.28,InProgress
177334,Degel 3,2.52,InProgress
177335,Degel 2,1.77,InProgress
177336,Degel 2,2.59,InProgress
177337,Degel 2,4.44,InProgress
177621,Laser 4,2.39,InProgress
177622,Laser 4,1.25,InProgress
177623,Laser 4,0.26,InProgress
177736,Laser 4,0.25,InProgress
177973,Degel 4,83.44,InProgress
177975,Degel 4,16.38,InProgress
177976,Degel 4,12.27,InProgress
178070,Quad,8.39,InProgress
178071,Quad,33.02,InProgress
178258,Laser 4,0.44,InProgress
178265,Laser 2,0.4,InProgress
178302,Laser 4,1.75,InProgress
178308,Zünd Groot,0.25,InProgress
178315,Zünd Groot,0.25,InProgress
178362,Laser 4,0.1,InProgress
178437,Zünd Groot,0.25,InProgress
178452,Degel 1,0.64,InProgress
178455,Laser 4,1.16,InProgress
178456,Laser 4,0.03,InProgress
178457,Laser 1,0.18,InProgress
178459,Laser 4,0.38,InProgress
178460,Buigmachine,0.6,InProgress
178462,Atom,5.78,InProgress
178465,Snijmachine,3.5,InProgress
178468,Snijmachine,1.14,InProgress
178471,Snijmachine,1.77,InProgress
178704,Snijmachine,1.14,InProgress
178705,Snijmachine,1.14,InProgress
178746,Laser 2,5,InProgress
178778,Laser 2,0.25,InProgress
178790,Assemblage Secrid,6.67,InProgress
178791,Assemblage Secrid,6.67,InProgress
178792,Assemblage Secrid,1.11,InProgress
178793,Assemblage Secrid,2.22,InProgress
178794,Assemblage Secrid,3.33,InProgress
178795,Assemblage Secrid,11.11,InProgress
178796,Assemblage Secrid,6.67,InProgress
178797,Assemblage Secrid,2.22,InProgress
178798,Assemblage Secrid,3.33,InProgress
178799,Assemblage Secrid,2.22,InProgress
178926,Sysco,5.36,InProgress
178995,Laser 1,0.25,InProgress
179004,Laser 1,3.58,InProgress
179150,Stikken Secrid,3.08,InProgress
179151,Stikken Secrid,3.08,InProgress
179154,Stikken Secrid,3.08,InProgress
179156,Stikken Secrid,3.08,InProgress
179157,Stikken Secrid,3.08,InProgress
179158,Stikken Secrid,3.08,InProgress
179159,Stikken Secrid,9.25,InProgress
179160,Stikken Secrid,15.42,InProgress
179161,Stikken Secrid,6.17,InProgress
179173,Stikken Secrid,24.67,InProgress
179174,Stikken Secrid,6.17,InProgress
179175,Stikken Secrid,18.5,InProgress
179176,Stikken Secrid,15.42,InProgress
179178,Stikken Secrid,12.33,InProgress
179179,Stikken Secrid,0.62,InProgress
179180,Stikken Secrid,3.08,InProgress
179181,Stikken Secrid,3.08,InProgress
179182,Stikken Secrid,3.08,InProgress
179183,Stikken Secrid,3.08,InProgress
179184,Stikken Secrid,3.08,InProgress
179185,Stikken Secrid,3.08,InProgress
175935,Chiesa 150 ton,47.3,InProgress
178575,Giant,5.17,InProgress
178578,Giant,2.89,InProgress
178579,Giant,3.01,InProgress
178582,Giant,7.75,InProgress
178656,Atom,4.25,InProgress
178720,Laser 4,0.84,InProgress
178887,Laser 2,2.02,InProgress
178888,Laser 2,0.81,InProgress
177084,Zwenkarm stans,5.23,InProgress
177608,Laser 3,0.7,InProgress
177637,Laser 3,0.23,InProgress
177638,Laser 3,0.23,InProgress
178304,Flash_Cut 1,4.63,InProgress
178320,Flash_Cut 3,0.88,InProgress
178321,Laserstansen,0.57,InProgress
178383,Chiesa 150 ton,18.75,InProgress
178591,Degel 1,3.42,InProgress
178665,Giant,8.48,InProgress
178859,Brugstans,4.06,InProgress
178932,Sysco,19.44,InProgress
179034,Quad,5.03,InProgress
179037,Stikken Secrid,27.75,InProgress
179040,Quad,1.68,InProgress
179041,Flash_Cut 2,3.89,InProgress
179042,Quad,2.05,InProgress
179043,Quad,8.39,InProgress
179044,Quad,9.23,InProgress
175859,Sysco,2.52,InProgress
177439,Verzenden,0.25,InProgress
178985,Laser 4,0.25,InProgress
179401,Degel 1,29.2,InProgress
179446,Quad,0.93,InProgress
179447,Flash_Cut 2,0.64,InProgress
179448,Flash_Cut 2,3.62,InProgress
179449,Flash_Cut 2,1.28,InProgress
179450,Flash_Cut 2,0.64,InProgress
179451,Flash_Cut 2,3.89,InProgress
179455,Stikken Secrid,18.5,InProgress
179456,Flash_Cut 2,9.23,InProgress
175727,Chiesa,14.08,InProgress
175728,Assemblage drankverpakkingen,290.12,InProgress
177105,Degel 2,17.26,InProgress
177940,Atom Klein,9.44,InProgress
177941,Atom Klein,9.44,InProgress
177942,Atom Klein,18.8,InProgress
177965,Laser 2,0.86,InProgress
178779,Laser 2,0.25,InProgress
179278,Laser 2,1.59,InProgress
179279,Laser 2,3.75,InProgress
171178,Preegmachine Omac,40,InProgress
173104,Laser 2,96.43,InProgress
175840,Degel 1,6.34,InProgress
175842,Degel 1,3.51,InProgress
177835,Zwenkarm stans,5.02,InProgress
178072,Quad,12.79,InProgress
178078,Quad,9.57,InProgress
178079,Quad,3.36,InProgress
178080,Quad,8.39,InProgress
178668,Laser 4,0.71,InProgress
178669,Laser 4,6.13,InProgress
178671,Laser 4,0.87,InProgress
178672,Laser 4,1.29,InProgress
178689,Laser 4,1.35,InProgress
178748,Chiesa,1.68,InProgress
178816,Laser 2,6.95,InProgress
178968,Laser 2,1.13,InProgress
178969,Laser 2,0.51,InProgress
178970,Laser 2,0.52,InProgress
178971,Laser 2,0.16,InProgress
178988,Giant,2.32,InProgress
179049,Giant,0.43,InProgress
179050,Giant,0.11,InProgress
179051,Giant,0.11,InProgress
179052,Giant,0.18,InProgress
179053,Giant,0.09,InProgress
179054,Giant,0.11,InProgress
179127,Flash_Cut 5,0.69,InProgress
179192,Assemblage Secrid,10,InProgress
179193,Assemblage Secrid,5.56,InProgress
179194,Assemblage Secrid,4.44,InProgress
179195,Assemblage Secrid,5.56,InProgress
179196,Assemblage Secrid,7.78,InProgress
179197,Assemblage Secrid,2.22,InProgress
179198,Assemblage Secrid,4.44,InProgress
179200,Assemblage Secrid,20,InProgress
179201,Assemblage Secrid,1.11,InProgress
179202,Assemblage Secrid,4.44,InProgress
179223,Laser 3,0.25,InProgress
179234,Zünd Groot,4.32,InProgress
179533,,4.75,InProgress
179536,Stikken Secrid,15.42,InProgress
179538,Stikken Secrid,6.17,InProgress
179539,Stikken Secrid,3.08,InProgress
179540,Stikken Secrid,3.08,InProgress
179541,Stikken Secrid,9.25,InProgress
179542,Stikken Secrid,30.83,InProgress
179543,Stikken Secrid,12.33,InProgress
179553,Laser 4,0.59,InProgress
179814,Degel 3,4.36,InProgress
176889,Flash_Cut 2,11.11,InProgress
178007,Degel 4,45.52,InProgress
178268,Snijmachine,4.79,InProgress
178283,Snijmachine,4.79,InProgress
178560,Laser 2,0.46,InProgress
178562,Laser 3,0.5,InProgress
178927,Giant,1.34,InProgress
178944,Giant,0.25,InProgress
178965,Laserstansen,5.75,InProgress
179077,Laser 4,1.69,InProgress
179106,Atom,4.13,InProgress
179108,Atom,2.83,InProgress
179110,Atom,3.27,InProgress
179199,Zünd Groot,0.25,InProgress
179204,Atom,2.06,InProgress
179205,Atom,1.94,InProgress
179206,Atom,1.57,InProgress
179210,Zünd Groot,0.25,InProgress
179280,Atom,2.65,InProgress
179327,Quad,4.22,InProgress
179328,Quad,0.81,InProgress
179440,Laser 2,0.58,InProgress
179441,Laser 2,0.58,InProgress
179442,Laser 2,0.58,InProgress
179471,Giant,0.02,InProgress
178653,Chiesa,17.16,InProgress
178660,Degel 1,31.45,InProgress
179236,Quad,5.03,InProgress
179251,Quad,6.71,InProgress
179252,Stikken Secrid,37,InProgress
179253,Stikken Secrid,12.33,InProgress
179254,Quad,7.55,InProgress
179255,Quad,5.03,InProgress
179257,Quad,5.87,InProgress
179221,Hengsel,58.09,InProgress
179718,Laser 2,0.25,InProgress
179760,Quad,0.84,InProgress
179761,Flash_Cut 2,2.24,InProgress
179762,Flash_Cut 2,3.89,InProgress
171466,Laser 4,8.52,InProgress
175733,Chiesa,14.08,InProgress
175734,Assemblage drankverpakkingen,296.13,InProgress
177318,Degel 3,1.08,InProgress
177319,Degel 3,0.5,InProgress
177320,Degel 2,1.04,InProgress
177321,Degel 3,1.23,InProgress
177326,Degel 3,6.25,InProgress
177327,Degel 3,8.32,InProgress
178756,Degel 1,10.04,InProgress
178961,Giant,1.5,InProgress
178962,Giant,3.29,InProgress
178981,Zünd Groot,19.46,InProgress
179411,Degel 4,6.59,InProgress
179415,Degel 4,4.18,InProgress
179564,Giant,0.25,InProgress
179665,Chiesa,118.79,InProgress
176894,Flash_Cut 2,8.58,InProgress
177612,Verzenden,0.25,InProgress
177836,Zwenkarm stans,5.02,InProgress
177995,Freesmachine,0.39,InProgress
177996,Buigmachine,0.25,InProgress
177997,Assemblage 1,0.28,InProgress
178728,Laser 2,1.37,InProgress
178766,Laser 4,0.29,InProgress
178767,Buigmachine,0.12,InProgress
178769,Laser 4,0.54,InProgress
178770,Buigmachine,1.21,InProgress
178772,Laser 4,0.4,InProgress
178773,Buigmachine,0.42,InProgress
178775,Laser 4,0.29,InProgress
178782,Buigmachine,0.28,InProgress
178783,Laser 4,0.26,InProgress
178786,Laser 4,0.76,InProgress
178827,Laser 4,11.15,InProgress
178828,Laser 4,5.97,InProgress
178830,Snijmachine,3.41,InProgress
178905,Laser 4,0.39,InProgress
178906,Laser 4,0.45,InProgress
178907,Laser 4,0.42,InProgress
179079,Flash_Cut 1,12.32,InProgress
179129,Laser 4,8.58,InProgress
179189,Laser 4,0.03,InProgress
179190,Buigmachine,0.19,InProgress
179237,Zünd Groot,2,InProgress
179238,Zünd Groot,1,InProgress
179246,Chiesa 150 ton,0.25,InProgress
179282,Flash_Cut 5,0.25,InProgress
179516,Zünd Groot,6.25,InProgress
179517,Zünd Groot,4,InProgress
179520,Degel 1,4.67,InProgress
179544,Assemblage Secrid,5.56,InProgress
179545,Assemblage Secrid,11.11,InProgress
179546,Assemblage Secrid,5.56,InProgress
179547,Assemblage Secrid,3.33,InProgress
179548,Assemblage Secrid,5.56,InProgress
179549,Assemblage Secrid,2.22,InProgress
179550,Assemblage Secrid,4.44,InProgress
179551,Assemblage Secrid,7.78,InProgress
179552,Assemblage Secrid,5.56,InProgress
179642,Verzenden,0.25,InProgress
179688,Quad,1.41,InProgress
179693,Quad,1.56,InProgress
179698,Quad,1.98,InProgress
179859,,38,InProgress
179869,Stikken Secrid,12.33,InProgress
179870,Stikken Secrid,3.08,InProgress
179871,Stikken Secrid,18.5,InProgress
179872,Stikken Secrid,6.17,InProgress
179873,Stikken Secrid,9.25,InProgress
179874,Stikken Secrid,3.08,InProgress
179875,Stikken Secrid,18.5,InProgress
179876,Stikken Secrid,15.42,InProgress
179314,Zünd Groot,0.25,InProgress
179984,Degel 3,4.36,InProgress
175730,Chiesa,14.08,InProgress
175731,Assemblage drankverpakkingen,290.12,InProgress
179024,Laser 4,0.4,InProgress
179025,Buigmachine,0.58,InProgress
179026,Freesmachine,0.49,InProgress
179027,Buigmachine,0.83,InProgress
179028,Assemblage 1,1.47,InProgress
179029,Freesmachine,1.6,InProgress
179030,Buigmachine,1.83,InProgress
179031,Assemblage 1,3.42,InProgress
179298,Laser 4,0.31,InProgress
179303,Degel 1,4.26,InProgress
179714,Laser 2,0.25,InProgress
179720,Quad,10.91,InProgress
179721,Quad,9.23,InProgress
179722,Flash_Cut 2,12.68,InProgress
179723,Flash_Cut 2,2.88,InProgress
179724,Quad,9.23,InProgress
179729,Quad,5.87,InProgress
179730,Stikken Secrid,12.33,InProgress
179826,Giant,0.91,InProgress
179867,Zünd Groot,5.55,InProgress
177972,Degel 4,43.72,InProgress
178108,Degel 1,18.28,InProgress
179008,Laser 4,0.47,InProgress
179009,Laser 4,0.16,InProgress
179010,Verzenden,0.25,InProgress
179011,Laser 4,4.4,InProgress
179012,Laser 4,0.17,InProgress
179013,Laser 4,0.84,InProgress
179014,Laser 4,1.21,InProgress
179015,Laser 4,0.47,InProgress
179016,Laser 4,1.27,InProgress
179017,Laser 4,0.04,InProgress
179018,Laser 4,2.46,InProgress
179019,Laser 4,0.44,InProgress
179020,Laser 4,0.98,InProgress
179922,Quad,0.59,InProgress
179923,Quad,0.74,InProgress
179924,Quad,0.46,InProgress
180107,Quad,2.52,InProgress
180108,Flash_Cut 2,0.96,InProgress
180109,Flash_Cut 2,1.94,InProgress
180111,Quad,5.03,InProgress
180112,Flash_Cut 2,17.5,InProgress
178475,Laser 4,0.52,InProgress
178476,Laser 4,0.38,InProgress
178958,Giant,13.74,InProgress
178997,Laser 4,0.46,InProgress
179484,Brugstans,13.58,InProgress
179594,Brugstans,5.83,InProgress
178084,Quad,12.58,InProgress
178085,Quad,4.19,InProgress
178086,Quad,6.71,InProgress
178920,Laser 2,7.32,InProgress
179084,Chiesa,11.47,InProgress
179217,Chiesa,0,InProgress
179304,Degel 1,3.17,InProgress
179383,Laser 4,1.22,InProgress
179424,Freesmachine,0.45,InProgress
179425,Buigmachine,0.5,InProgress
179426,Assemblage 1,0.56,InProgress
179558,Quad,11.74,InProgress
179559,Quad,15.52,InProgress
179634,Freesmachine,0.27,InProgress
179635,Buigmachine,0.03,InProgress
179636,Assemblage 1,0.02,InProgress
179737,Laser 1,0.36,InProgress
179747,Snijmachine,18.67,InProgress
179885,Assemblage Secrid,13.33,InProgress
179886,Assemblage Secrid,2.22,InProgress
179887,Assemblage Secrid,2.22,InProgress
179888,Assemblage Secrid,11.11,InProgress
179889,Assemblage Secrid,3.33,InProgress
179890,Assemblage Secrid,1.11,InProgress
179891,Assemblage Secrid,6.67,InProgress
179892,Assemblage Secrid,4.44,InProgress
179893,Assemblage Secrid,6.67,InProgress
180155,Laser 4,0.01,InProgress
180156,Buigmachine,0.08,InProgress
180178,Stikken Secrid,12.33,InProgress
180179,Stikken Secrid,6.17,InProgress
180180,Stikken Secrid,9.25,InProgress
180183,Stikken Secrid,3.08,InProgress
180184,Stikken Secrid,3.08,InProgress
180185,Stikken Secrid,3.08,InProgress
180186,Stikken Secrid,3.08,InProgress
180187,Stikken Secrid,3.08,InProgress
180188,Stikken Secrid,3.08,InProgress
180197,Stikken Secrid,3.08,InProgress
180198,Stikken Secrid,3.08,InProgress
180199,Stikken Secrid,3.08,InProgress
180200,Stikken Secrid,3.08,InProgress
180201,Stikken Secrid,3.08,InProgress
180202,Stikken Secrid,3.08,InProgress
180203,,5.17,InProgress
180204,Stikken Secrid,9.25,InProgress
180205,Stikken Secrid,21.58,InProgress
180206,Stikken Secrid,40.08,InProgress
171772,Quad,22.52,InProgress
171773,Quad,12.54,InProgress
171774,Quad,16.78,InProgress
173971,Sysco,71.7,InProgress
178752,Laser 4,2.67,InProgress
179081,Chiesa 150 ton,8.47,InProgress
179088,Chiesa,1.77,InProgress
179163,Chiesa 150 ton,4.07,InProgress
179214,Atom,15,InProgress
179215,Giant,0,InProgress
179418,Laser 4,0.41,InProgress
179419,Laser 4,2.42,InProgress
179420,Laser 4,0.06,InProgress
179421,Laser 4,0.06,InProgress
179568,Laser 4,0.37,InProgress
179569,Laser 4,0.28,InProgress
179570,Laser 4,0.25,InProgress
179571,Laser 4,0.37,InProgress
179587,Chiesa,5.71,InProgress
179627,Laser 4,1.17,InProgress
179628,Laser 4,0.38,InProgress
179629,Laser 4,0.05,InProgress
179830,Flash_Cut 5,0.75,InProgress
179936,Laser 4,0.25,InProgress
179996,Laser 4,0.53,InProgress
179997,Laser 4,0.14,InProgress
180080,Flash_Cut 5,1.96,InProgress
180081,Flash_Cut 5,1.71,InProgress
169476,Quad,26.3,InProgress
176968,Chiesa,14.08,InProgress
176969,Assemblage drankverpakkingen,290.12,InProgress
177562,Chiesa 150 ton,13.75,InProgress
177563,Chiesa 150 ton,26.6,InProgress
177971,Degel 4,19.29,InProgress
177974,Degel 4,44.94,InProgress
178395,Chiesa 150 ton,10.8,InProgress
179477,Giant,1.33,InProgress
179963,Flash_Cut 1,0.25,InProgress
180008,Degel 3,4.92,InProgress
180048,Flash_Cut 2,0.96,InProgress
180049,Flash_Cut 2,9.72,InProgress
180054,Quad,1.12,InProgress
180058,Quad,1.12,InProgress
180059,Quad,8.25,InProgress
180060,Quad,5.03,InProgress
180061,Quad,7.55,InProgress
180063,Laser 2,2.19,InProgress
180070,Flash_Cut 1,2.59,InProgress
180074,Flash_Cut 1,2.59,InProgress
180088,Flash_Cut 5,1.29,InProgress
180090,Flash_Cut 5,1.04,InProgress
180133,Giant,0.53,InProgress
180134,Giant,1.67,InProgress
180360,Quad,0.93,InProgress
